"sample_ID","ionic_conductivity_final","fcomp_mat1","fcomp_mat2","fcomp_mat1_ratio","fcomp_mat2_ratio","fcomp_additive","fcomp_additive_wt_pct","fcomp_salt","fcomp_salt_wt_pct","fcomp_formulation","date_casted","cast_type","fab_method","area_cm2","spe_thickness_avg","print_type","flag_for_removal"
"SS_437",8.6022e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 8.57 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.7073,"PCB print",FALSE
"SS_437",3.9216e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 8.57 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.7073,"PCB print",FALSE
"SS_437",3.2787e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 8.57 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.7073,"PCB print",FALSE
"SS_437",0.0156,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 8.57 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.7073,"PCB print",FALSE
"SS_438",2.7211e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_438",3.8095e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_438",8.4388e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_438",1.9139e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_438",1.9704e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_438",5.3981e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_438",1.8182e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_439",3.1008e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.9 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_439",2.9851e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.9 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_439",2.7397e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.9 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_439",2.9851e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.9 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_439",6.3898e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.9 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_439",6.135e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.9 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_439",4.0486e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.9 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_439",4.315e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.9 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_44",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",30,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 30 LiTFSI",2023-11-01,"Coin cell",1,1.9436,0.1747,"Coin cell",FALSE
"SS_44",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",30,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 30 LiTFSI",2023-11-01,"Coin cell",1,1.9436,0.1747,"Coin cell",FALSE
"SS_44",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",30,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 30 LiTFSI",2023-11-01,"Coin cell",1,1.9436,0.1747,"Coin cell",FALSE
"SS_44",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",30,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 30 LiTFSI",2023-11-01,"Coin cell",1,1.9436,0.1747,"Coin cell",FALSE
"SS_44",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",30,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 30 LiTFSI",2023-11-01,"Coin cell",1,1.9436,0.1747,"Coin cell",FALSE
"SS_44",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",30,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 30 LiTFSI",2023-11-01,"Coin cell",1,1.9436,0.1747,"Coin cell",FALSE
"SS_44",1e-04,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",30,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 30 LiTFSI",2023-11-01,"Coin cell",1,1.9436,0.1747,"Coin cell",FALSE
"SS_44",1e-04,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",30,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 30 LiTFSI",2023-11-01,"Coin cell",1,1.9436,0.1747,"Coin cell",FALSE
"SS_44",1e-04,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",30,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 30 LiTFSI",2023-11-01,"Coin cell",1,1.9436,0.1747,"Coin cell",FALSE
"SS_44",6.4894e-07,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",30,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 30 LiTFSI",2023-11-01,"Coin cell",1,1.9436,0.1747,"Coin cell",FALSE
"SS_44",2.7749e-07,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",30,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 30 LiTFSI",2023-11-01,"Coin cell",1,1.9436,0.1747,"Coin cell",FALSE
"SS_44",1.0468e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",30,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 30 LiTFSI",2023-11-01,"Coin cell",1,1.9436,0.1747,"Coin cell",FALSE
"SS_440",3.4188e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_440",3.4783e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_440",3.9216e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_440",3.9216e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_440",4.1026e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_440",4.012e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_440",5.772e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_440",5.487e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_441",2.139e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_441",1.9802e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_441",2.649e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_441",2.6667e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_441",3.9216e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_441",3.6036e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_441",2.3529e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_441",2.3121e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_442",4.0201e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_442",4.3956e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_442",2.8777e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_442",3.0303e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_442",4.1365e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_442",4.2872e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_442",2.8571e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_442",2.7778e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_443",3.2787e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_443",3.4188e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_443",3.4188e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_443",3.3058e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_443",4.9261e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_443",4.9505e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_443",2.9197e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_443",2.649e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_444",2.8169e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.43,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 6.43 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.701,"PCB print",FALSE
"SS_444",2.8369e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.43,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 6.43 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.701,"PCB print",FALSE
"SS_444",3.4783e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.43,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 6.43 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.701,"PCB print",FALSE
"SS_444",3.5714e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.43,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 6.43 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.701,"PCB print",FALSE
"SS_444",4.7059e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.43,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 6.43 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.701,"PCB print",FALSE
"SS_444",4.9261e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.43,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 6.43 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.701,"PCB print",FALSE
"SS_444",3.1008e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.43,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 6.43 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.701,"PCB print",FALSE
"SS_444",3.0303e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.43,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 6.43 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.701,"PCB print",FALSE
"SS_445",4.2328e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 8.57 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.7073,"PCB print",FALSE
"SS_445",4.3478e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 8.57 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.7073,"PCB print",FALSE
"SS_445",3.9216e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 8.57 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.7073,"PCB print",FALSE
"SS_445",3.8462e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 8.57 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.7073,"PCB print",FALSE
"SS_445",5.4054e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 8.57 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.7073,"PCB print",FALSE
"SS_445",5.5325e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 8.57 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.7073,"PCB print",FALSE
"SS_445",3.5088e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 8.57 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.7073,"PCB print",FALSE
"SS_445",3.2787e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.57,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 8.57 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,0.7073,"PCB print",FALSE
"SS_446",4.111e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_446",4.2239e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_446",3.9604e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_446",4.1152e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_446",5.7887e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_446",5.997e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_446",3.8462e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_446",3.7383e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_447",4.4843e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.9 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_447",4.3197e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.9 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_447",4.6784e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.9 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_447",4.8193e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.9 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_447",6.8729e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.9 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_447",7.3529e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.9 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_447",4.5506e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.9 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_447",4.5249e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.9,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 12.9 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_448",1.4388e-07,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_448",2.0619e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_448",1.444e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_448",1.7621e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
"SS_448",5.3619e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 10 LiTFSI",2024-10-04,"PCB print",2,1.89,1.1233,"PCB print",FALSE
